ind,node,weekday_in_core,weekday_out_core,weekend_in_core,weekend_out_core,weekday_in_core_lvl,weekday_out_core_lvl,weekend_in_core_lvl,weekend_out_core_lvl,weekday_ksc_ent_in,weekday_ksc_ent_out,weekend_ksc_ent_in,weekend_ksc_ent_out
150,MARITIME SQUARE,14278,14023,8195,8377,1,1,1,1,0.7978784608894715,0.7421560408188461,0.7440568316544266,0.7768891525374924
151,MARYMOUNT,14278,14023,8195,8377,1,1,1,1,0.5144559873357363,0.6022888255365357,0.5442278607313379,0.6258784071383686
152,MATILDA,14278,14023,8195,8377,1,1,1,1,0.6224207955232139,0.6838478743737536,0.6679989768442677,0.6625468686510699
153,MAXWELL,2545,1526,1752,1004,0,0,0,0,0.4643176901630859,0.995948375560925,0.35504392961185643,0.9863165824606596
154,MEI CHIN,14278,14023,8195,8136,1,1,1,1,0.8400756354396581,0.3985811531711518,0.9968773567455864,0.40225116618393253
155,MIDVIEW,11312,12290,6470,7087,0,0,0,0,0.4520154907465897,0.5410035788735451,0.40203542205166665,0.4069291394825169
156,MONK'S HILL,2314,1670,1152,863,0,0,0,0,0.9136603332180568,0.46728735834234425,0.9909410771747917,0.4331177599388957
157,MOULMEIN,14278,14023,8195,8377,1,1,1,1,0.5430397164776694,0.45453164664338996,0.536923775787822,0.5059536318995468
158,MOUNT PLEASANT,9666,9236,4879,4459,0,0,0,0,0.8933367275180447,0.624231123532602,0.8519877067107652,0.7240366972979444
159,MOUNTBATTEN,11749,12587,6711,7385,0,0,0,0,0.48746837225214307,0.6982330352898266,0.4536356340650711,0.43155649362198634
160,NASSIM,13642,14023,8112,8136,1,1,1,1,0.5983208650098305,0.42590607411111586,0.7710758273543645,0.39030571025765476
161,NATIONAL UNIVERSITY OF S'PORE,14278,14023,7364,7566,1,1,0,0,0.390794312027987,0.5337729699284159,0.5448155713820158,0.6357776883864225
162,NATURE RESERVE,12232,12581,6977,7173,0,0,0,0,0.8325635746641913,0.7911840823286933,0.8495579325007252,0.7967140396007152
163,NEE SOON,5142,4321,3049,2356,0,0,0,0,0.7739894589113415,0.935448298011295,0.7432956689688656,0.9743983136365308
164,NEWTON CIRCUS,14278,14023,8195,8221,1,1,1,1,0.7262269237683644,0.7324597412999321,0.677183805766008,0.6678962520438497
165,NORTH COAST,13515,12781,8112,7874,1,0,1,1,0.8514152090370717,0.9911558517272242,0.8592848775514479,0.5535831641803448
166,NORTHLAND,8453,10710,4888,6238,0,0,0,0,0.7769217692222816,0.8407575206273425,0.7637099807035664,0.7981365423430421
167,NORTHSHORE,3965,4013,3361,3629,0,0,0,0,0.8366746072672617,0.5652038223733135,0.7391077556114957,0.4386862316753428
168,ONE NORTH,14278,14023,8112,7782,1,1,1,1,0.7936218320233189,0.7920088403690753,0.9644804084527324,0.7969660784843781
169,ONE TREE HILL,8415,8818,5012,5291,0,0,0,0,0.9459279735284318,0.7525855669395276,0.9435286993542933,0.7852029208174283
170,ORANGE GROVE,2555,1448,1701,826,0,0,0,0,0.18536880365104785,0.44387208447391896,0.35746725489091186,0.3131950471154111
171,OXLEY,3335,3718,2228,2511,0,0,0,0,0.8748211448967909,0.9590652007866002,0.9088477591432456,0.8492430788058647
172,PANDAN,6272,4380,2607,1895,0,0,0,0,0.6095663917012835,0.26557602748421333,0.7239830515191771,0.29666919701699496
173,PANG SUA,1606,1556,602,566,0,0,0,0,0.914891542072788,0.9989480137783907,0.9536518221880843,0.9996349529626211
174,PASIR PANJANG 1,14278,13524,8195,7644,1,1,1,0,0.5204933293927461,0.9096187810194252,0.5283133735525701,0.9934915543609986
175,PASIR PANJANG 2,11796,13524,4866,5827,0,1,0,0,0.35154991976746736,0.859040744633898,0.36952616950746436,0.8807802063180433
176,PASIR RIS CENTRAL,14278,14023,8195,8377,1,1,1,1,0.5461017615026065,0.741816641423236,0.5320973868919754,0.7428186201482355
177,PASIR RIS DRIVE,14278,14023,8195,8377,1,1,1,1,0.5102415727152242,0.29010023670106966,0.5082128673135238,0.2867586112070185
178,PASIR RIS PARK,5506,8116,3433,5388,0,0,0,0,0.07822143742408902,0.7310635919730267,0.07439467861002744,0.6017517662086372
179,PASIR RIS WAFER FAB PARK,6813,2858,3991,1620,0,0,0,0,0.6771555983151519,0.3437453386762899,0.6389649010294385,0.42738914247005017
180,PASIR RIS WEST,14278,14023,8195,8377,1,1,1,1,0.3829219702560939,0.4660142453326147,0.4167340607169976,0.5093307064900033
181,PATERSON,7417,10398,5717,6817,0,0,0,0,0.8253855684341249,0.9494106198735037,0.6942280538660615,0.9416894815199968
182,PAYA LEBAR EAST,2333,2627,1125,1261,0,0,0,0,0.0009628635086423359,0.8878734149334455,0.17707320909798702,0.8630635946204891
183,PAYA LEBAR NORTH,6518,5620,4225,3540,0,0,0,0,0.3114393543261401,0.6897777637913856,0.33028113000346493,0.5332867012261884
184,PAYA LEBAR WEST,1972,1506,731,570,0,0,0,0,0.34820781817235597,0.8738007694207074,0.3784510236420387,0.8350543639731615
185,PEARL'S HILL,12981,13524,7591,8136,1,1,0,1,0.642822228134759,0.6195880394617467,0.6734380159549778,0.6217292102713967
186,PEI CHUN,4702,8081,2771,4649,0,0,0,0,0.11159001153402638,0.679017766399848,0.5485834359075237,0.6789485067300445
187,PENG SIANG,13435,9559,8112,5679,1,0,1,0,0.3925904678800402,0.6780762349261333,0.40117095325161234,0.623109534646724
188,PENJURU CRESCENT,2619,3576,1307,1775,0,0,0,0,0.028211320164395152,0.20396204037214075,0.021783846525815467,0.29278802414007765
189,PEOPLE'S PARK,14278,14023,8195,8377,1,1,1,1,0.6425945165179738,0.4179176451369749,0.7878218763298802,0.4119751228291574
190,PHILLIP,2052,220,643,44,0,0,0,0,0.7127884685516956,0.0,0.5797636754064797,0.0
191,PIONEER SECTOR,958,1340,538,734,0,0,0,0,0.0,0.0,0.0,0.0
192,PLAB,2144,3725,807,1700,0,0,0,0,0.8434423890096427,0.5212537069055718,0.8132128178233993,0.7914749760394841
193,PORT,12114,10755,5717,6144,0,0,0,0,0.5935688321454919,0.9631326501110333,0.6823699717920393,0.986399524648635
194,POTONG PASIR,14278,13524,8195,7616,1,1,1,0,0.6853255440342043,0.552204534530314,0.6309220517652046,0.9489334695702053
195,PUNGGOL FIELD,14278,14023,8195,8377,1,1,1,1,0.5428555471358035,0.45638793949074286,0.5316745861616745,0.4974581824070385
196,PUNGGOL TOWN CENTRE,12227,12781,7065,7596,0,0,0,0,0.2975573015076302,0.25148841538364275,0.35992949998164814,0.3272978744182434
197,QUEENSWAY,9575,11513,5012,6817,0,0,0,0,0.9281666994256269,0.5820564970260155,0.7318319148449063,0.5555980827054712
198,RAFFLES PLACE,12758,13524,4728,5354,0,1,0,0,0.5969090874368443,0.4868985004636279,0.5683286893394095,0.4817019415290839
199,REDHILL,14278,14023,8195,8136,1,1,1,1,0.8917024853008396,0.3859636520759766,0.8670064174861846,0.37099526283676487
200,RESERVOIR VIEW,2001,1858,1143,1198,0,0,0,0,0.8494780782408783,0.9924177046306608,0.909621080627755,0.9268708836615731
201,RIDOUT,9541,9675,5717,5525,0,0,0,0,0.972329119167362,0.5768755074411193,0.9974492423085478,0.6001094973796333
202,RIVERVALE,14278,14023,8195,8377,1,1,1,1,0.3979744989729206,0.2540372259880918,0.41919015368294493,0.18898620812684988
203,ROBERTSON QUAY,12565,11966,7377,7081,0,0,0,0,0.8787723588854992,0.5711298382889913,0.9474968681831605,0.6147951684682958
204,ROCHOR CANAL,9073,8751,5514,5505,0,0,0,0,0.5413470466438862,0.500807976639278,0.6462876140832036,0.4706316603711091
205,SAFTI,796,2771,431,1366,0,0,0,0,0.0,0.16143300511431652,0.0,0.25196965655267406
206,SAMULUN,1689,856,749,449,0,0,0,0,0.227825273551371,0.4198018235726857,0.2374824333346043,0.38932561445155894
207,SAUJANA,13642,13907,8112,8136,1,1,1,1,0.1863975394251941,0.19296394809214815,0.19357479753402185,0.28347667415016775
208,SELEGIE,7244,6603,4377,3917,0,0,0,0,0.7487529854656835,0.3589915911548028,0.8041619555983845,0.48115081404005616
209,SELETAR,7844,8436,4650,4893,0,0,0,0,0.862190096223084,0.7608954871656021,0.828589084391579,0.6199891555031859
210,SELETAR AEROSPACE PARK,3633,3741,1597,1721,0,0,0,0,0.9999961863587903,0.9295686679749845,0.9999939902340276,0.8844876972122473
211,SELETAR HILLS,10321,8213,5075,4389,0,0,0,0,0.3444048198156278,0.4761650372514842,0.21286226902898708,0.5069392489266132
212,SEMBAWANG CENTRAL,14278,14023,8195,8377,1,1,1,1,0.8359303937529982,0.9188078981513976,0.8580963802183248,0.954929528006822
213,SEMBAWANG EAST,4242,5891,2459,3707,0,0,0,0,0.9371711594993031,0.8179097854856606,0.9328220705855241,0.665237541524853
214,SEMBAWANG HILLS,10022,8436,5535,5022,0,0,0,0,0.5621738524697323,0.9413731109418607,0.5945087580287266,0.8799854983554234
215,SEMBAWANG NORTH,10221,8436,6239,4927,0,0,0,0,0.5175267738031184,0.5543537257357867,0.5962528632511611,0.5372402013598901
216,SEMBAWANG SPRINGS,8845,8436,5449,5185,0,0,0,0,0.8977725804214758,0.9867451527451195,0.9167047586231505,0.9674138575365911
217,SEMBAWANG STRAITS,1309,1753,1069,1511,0,0,0,0,0.7683670328555713,0.8590192228071287,0.7534060425354867,0.8281580630054056
218,SENGKANG TOWN CENTRE,14278,14023,8195,8377,1,1,1,1,0.3697348684404612,0.33728041106142376,0.32432582987032305,0.31834670606543
219,SENGKANG WEST,2455,2772,1570,1562,0,0,0,0,0.717377728780087,0.47604616563504276,0.6996912094802703,0.44297984273257424
220,SENJA,14092,13942,8112,8136,1,1,1,1,0.703062021064469,0.29782139238194694,0.8389551334247826,0.33412118518463135
221,SENNETT,14278,13524,8195,7569,1,1,1,0,0.49776536670015575,0.6927538365659771,0.42177541906337385,0.6735906988106839
222,SENOKO NORTH,4607,5377,2713,2970,0,0,0,0,0.8428770282195835,0.964692171139417,0.807189132138817,0.997749628472493
223,SENOKO SOUTH,7180,7718,3213,3743,0,0,0,0,0.7089284278716051,0.43877028447365246,0.8261232601015799,0.4835210454727764
224,SENOKO WEST,4607,6391,2713,3786,0,0,0,0,0.7584185493210839,0.8726303745403935,0.6842769089869242,0.8166517603888857
225,SENTOSA,2906,1560,2332,1740,0,0,0,0,0.6142427919792115,0.6989222952581879,0.7119026683331872,0.593767639908312
226,SERANGOON CENTRAL,14278,14023,8195,8377,1,1,1,1,0.38760152841168444,0.4793558000296304,0.35369868853003783,0.4809699476645016
227,SERANGOON GARDEN,14278,14023,8195,8377,1,1,1,1,0.25281303365727154,0.3623498403246263,0.23928621606469525,0.366383091134472
228,SERANGOON NORTH,14278,14023,8195,7726,1,1,1,1,0.2527235823042435,0.46990078838610105,0.20854630538028798,0.4606453047850148
229,SERANGOON NORTH IND ESTATE,10037,8361,4225,3510,0,0,0,0,0.15412898187273505,0.3644803988544498,0.14502665138313375,0.36463387602490044
230,SHANGRI-LA,14278,12669,8195,7616,1,0,1,0,0.4682550110219275,0.8476933887178295,0.48064922557404605,0.7933214220434623
231,SHIPYARD,1538,1758,704,785,0,0,0,0,0.9595953068016316,0.572391704321434,0.9336264084972052,0.6513858837314547
232,SIGLAP,5980,12587,3577,7402,0,0,0,0,0.39020550928473274,0.4545630514126349,0.4455840707334352,0.41756782663131625
233,SIMEI,14278,14023,8195,8377,1,1,1,1,0.31940533194563475,0.48480383543887534,0.5241685006930196,0.5118783769375698
234,SINGAPORE GENERAL HOSPITAL,14278,14023,8112,8136,1,1,1,1,0.4374951147753034,0.39729899416566156,0.5412541196811872,0.4506102417312045
235,SINGAPORE POLYTECHNIC,14278,14023,8112,7782,1,1,1,1,0.4388851861950938,0.6687086316928371,0.5495031732189214,0.7700073979312597
236,SOMERSET,14278,14023,8195,8377,1,1,1,1,0.7797578414298632,0.628304586883803,0.7830205160740729,0.6202474815889284
237,SPRINGLEAF,8257,4950,4585,2915,0,0,0,0,0.7485525731335729,0.763448470424613,0.8445867611837542,0.7340728414989495
238,STRAITS VIEW,2678,3191,1932,2421,0,0,0,0,0.966359322743071,0.24636298810031143,0.943705605508325,0.9936363639572068
239,SUNGEI ROAD,12630,12925,8195,7782,0,0,1,1,0.5751855978234695,0.8191644801594392,0.586832225824285,0.6108372932833345
240,SUNSET WAY,7640,5888,4169,2960,0,0,0,0,0.6256194889953062,0.7232315815482905,0.7588992239719303,0.8514044424915003
241,SWISS CLUB,12461,12581,6835,7390,0,0,0,0,0.7227186378362649,0.8602122332577975,0.9096892871585942,0.8080445901869653
242,TAGORE,11628,9083,6239,5145,0,0,0,0,0.8116137083380764,0.7404673668905202,0.8432842702879733,0.7225323195811038
243,TAI SENG,14278,14023,8195,7782,1,1,1,1,0.2803085423844077,0.2821698366190002,0.23673320503772494,0.2922532388219985
244,TAMAN JURONG,14278,14023,8195,8377,1,1,1,1,0.4692164369890124,0.6854690982973429,0.3692516654404028,0.5266414978431236
245,TAMPINES EAST,14278,14023,8195,8377,1,1,1,1,0.7396883497333138,0.6020289884406201,0.7423086245993598,0.5773841133296044
246,TAMPINES NORTH,6777,9253,4249,5666,0,0,0,0,0.5156355631283489,0.11320222074404743,0.4162626300263733,0.13918374268455055
247,TAMPINES WEST,14278,14023,8195,8377,1,1,1,1,0.2466444943597167,0.40700227698043406,0.23949690687072187,0.3421105601065226
248,TANGLIN,2505,2776,1358,1478,0,0,0,0,0.9316054866335001,0.6852377112174513,0.9618676870799749,0.7550875071884792
249,TANGLIN HALT,12981,13524,7591,7726,1,1,0,1,0.9233283493891794,0.7568483048783787,0.9312751019373948,0.7539701537493401
250,TANJONG PAGAR,11945,12925,4426,5154,0,0,0,0,0.37659393603430963,0.47597807655641444,0.36397502111450475,0.7876195126402799
251,TANJONG RHU,12224,12587,7092,7726,0,0,0,1,0.7371333371453006,0.6558047725891071,0.6798501937271906,0.3899947319904386
252,TEBAN GARDENS,14278,13524,8195,7874,1,1,1,1,0.5463202741104174,0.6127427807775138,0.45021119743153515,0.6287729705402233
253,TECK WHYE,14278,14023,8195,8377,1,1,1,1,0.4967431354574963,0.823562432366408,0.5503231231528865,0.7685761351546536
254,TELOK BLANGAH DRIVE,14278,13524,8195,7874,1,1,1,1,0.6241529246025189,0.4499950316747491,0.6366196728330128,0.46121710579906855
255,TELOK BLANGAH RISE,12981,13524,7858,7726,1,1,1,1,0.687697536499152,0.3958646461828274,0.7434985869925144,0.45781293719049093
256,TELOK BLANGAH WAY,8830,13524,5103,7712,0,1,0,1,0.5578795576637594,0.28613878574864704,0.6026869162913127,0.2909683596453633
257,TENGAH,5099,4389,2908,2491,0,0,0,0,0.859724069572034,0.8659011124840221,0.8120557680808619,0.7161708356391476
258,TENGEH,536,622,326,360,0,0,0,0,0.0,0.0,0.0,0.0
259,THE WHARVES,1273,2971,900,2124,0,0,0,0,0.9904087042046159,0.957111648884291,0.9882079923123736,0.7831313405746233
260,TIONG BAHRU,12981,13524,7913,7726,1,1,1,1,0.5811228443202565,0.3733961273127441,0.6528867636646188,0.38715335983072785
261,TIONG BAHRU STATION,14278,14023,8195,8377,1,1,1,1,0.8562777516512667,0.3821158806619751,0.8636063742621272,0.399557499619915
262,TOA PAYOH CENTRAL,14278,14023,8195,8377,1,1,1,1,0.862226390315991,0.8917702200299237,0.927146943521151,0.9530196606129463
263,TOA PAYOH WEST,14278,14008,8195,7990,1,1,1,1,0.5058149105210082,0.8960928486817192,0.4835179463390194,0.9078182443115186
264,TOH GUAN,13515,13524,8112,7726,1,1,1,1,0.6213184160198258,0.6978132633541766,0.613857057850802,0.6953361424144733
265,TOH TUCK,12461,12581,6835,6873,0,0,0,0,0.24999980730931134,0.10486711813656162,0.20410405366742068,0.18411467731771247
266,TOWNSVILLE,14278,14023,8195,8377,1,1,1,1,0.37849253920665366,0.8958689975076781,0.3237293033474897,0.8566224057181266
267,TRAFALGAR,14278,14023,8195,8377,1,1,1,1,0.4456367005569271,0.25920637273486535,0.3166810223805028,0.2178106437383735
268,TUAS BAY,7266,5917,3959,3726,0,0,0,0,0.3234509480547344,0.37906867714065823,0.3354712870998718,0.2689281547431503
269,TUAS NORTH,7316,6244,3959,3726,0,0,0,0,0.8793307758077616,0.8732438643017008,0.9166810859072358,0.909239867690064
270,TUAS PROMENADE,5617,5605,3085,3726,0,0,0,0,0.4582986396238986,0.3302537384807244,0.509647132826026,0.2737279815364469
271,TUAS VIEW,2515,2258,1932,1366,0,0,0,0,0.0,0.0,0.0,0.0
272,TUAS VIEW EXTENSION,1251,1184,1039,872,0,0,0,0,0.0,0.0,0.0,0.0
273,TUKANG,6794,3576,3067,1825,0,0,0,0,0.6294488172500284,0.6396660500297334,0.6130149005197503,0.611697252643939
274,TURF CLUB,13515,12781,8112,7874,1,0,1,1,0.7401000482773312,0.7333946990868263,0.7452827797577354,0.946739039480029
275,TYERSALL,12981,13942,7591,7874,1,1,0,1,0.8997494246569934,0.39398834368522,0.9502292506407113,0.4087363499766938
276,ULU PANDAN,9541,4693,5542,2557,0,0,0,0,0.9987153196718256,0.761568648407464,0.9034783890873239,0.7065195422070845
277,UPPER PAYA LEBAR,14278,13524,8195,7782,1,1,1,1,0.28188696398818475,0.46331824616344136,0.24347522330126484,0.5468273520107136
278,UPPER THOMSON,14278,14023,8195,8377,1,1,1,1,0.7060771625248968,0.7657555793848935,0.7164637259161017,0.7381012389963661
279,VICTORIA,14278,14023,8195,8377,1,1,1,1,0.5185577351896645,0.7237588763898405,0.5031374445873373,0.6717865516553382
280,WATERWAY EAST,14278,14023,8195,8275,1,1,1,1,0.45544121739539684,0.25847716702852735,0.4418440616256645,0.2179509847727199
281,WENYA,7792,7588,4108,4190,0,0,0,0,0.5862728211590422,0.18162878173202485,0.4653012823026137,0.15506848806973186
282,WEST COAST,8452,4926,4381,2765,0,0,0,0,0.30587322590655297,0.3978602068380788,0.4128668603598113,0.5350812826241217
283,WESTERN WATER CATCHMENT,7792,8100,4522,4505,0,0,0,0,0.09797109051328927,0.5815955745820665,0.12296987013643955,0.5004467153784229
284,WOODGROVE,7251,12781,4451,7874,0,0,0,1,0.6304036929479272,0.9949550161891241,0.5848634585247021,0.6136230879804153
285,WOODLANDS EAST,14278,14023,8195,8377,1,1,1,1,0.9794142141753467,0.9990091588400513,0.9050165191722019,0.9199748004866743
286,WOODLANDS REGIONAL CENTRE,14278,14023,8195,8377,1,1,1,1,0.9724548295434833,0.9689536884614591,0.9321146710852323,0.9244403725174662
287,WOODLANDS SOUTH,6777,10897,3597,6380,0,0,0,0,0.3441928460050385,0.5911470341019655,0.2617028499341898,0.3373983714016291
288,WOODLANDS WEST,14278,14023,8195,8377,1,1,1,1,0.8586786970088315,0.9456075870861187,0.8832071412490287,0.37494135695676334
289,WOODLEIGH,9851,5625,5284,3060,0,0,0,0,0.6376319075852384,0.9564741240839006,0.4367040405987629,0.9273679347580188
290,XILIN,14278,14023,7579,7726,1,1,0,1,0.7968839877337442,0.23473142093193708,0.8494648407777011,0.2315707852193657
291,YEW TEE,13435,13414,8112,7874,1,0,1,1,0.9999979919659331,0.9861570167560492,0.9832676129553867,0.9518383292078233
292,YIO CHU KANG,14278,14023,8195,8218,1,1,1,1,0.8030050317130007,0.9919244074993699,0.846230296995061,0.9985417150897805
293,YIO CHU KANG EAST,10927,9068,3991,3645,0,0,0,0,0.2510685993001154,0.5028702780675762,0.45469322499763914,0.5033618440569654
294,YIO CHU KANG NORTH,4381,9906,1859,4967,0,0,0,0,0.9657080811598845,0.48707993481207096,0.9520721449442153,0.4696819050049914
295,YIO CHU KANG WEST,14278,12669,8195,7616,1,0,1,0,0.4634424604726626,0.8550951258968147,0.43838150511270463,0.8211186968657702
296,YISHUN CENTRAL,14278,14023,8195,8377,1,1,1,1,0.9012375583208537,0.998236036021419,0.9219311800643857,0.9943963660935103
297,YISHUN EAST,10321,12575,6239,7596,0,0,0,0,0.8978595563372125,0.569053032031394,0.8632148026745613,0.4751727260915929
298,YISHUN SOUTH,10321,14023,6239,8377,0,1,0,1,0.9044923716068451,0.8279885489629777,0.8733998800025745,0.6464440018721236
299,YISHUN WEST,14278,14023,8195,8377,1,1,1,1,0.9670751098570327,0.9897956066944636,0.9553836569376774,0.9780671513070779
300,YUHUA EAST,14278,14023,8195,8136,1,1,1,1,0.503213385533515,0.5484961272353562,0.4590189434232303,0.47377958701035666
301,YUHUA WEST,14278,14023,8112,8136,1,1,1,1,0.3036397987158959,0.5694015551536303,0.32465807051758383,0.49158268163533597
302,YUNNAN,14278,14023,8112,8232,1,1,1,1,0.5539685630713476,0.5656722355424155,0.44806994460213967,0.4571134295486651
